OUTLET NAME,MERCHANT NAME,ADDRESS1,ADDRESS2,AREA,CITY,PINCODE,STATE,NEW CATEGORY,ENABLED WITH BQR CODE
Gkb Mart,Gkb Mart Llp,Lgf 19 To 23 The Arayna Gh 2,Sector 119,Sector 119,Noida,201307,Uttar Pradesh,SUPER MARKET,YES
Sharda Mart,Sharda Enterprises,Opp Sbi,Kota Road,Kota Road,Baran,325205,Rajasthan,SUPER MARKET,YES
Sumitra Enterprises (L And T ),Sumitra Enterprises,L And T Infotech Ltd Goderej Eternia Building,Cafeteria 4 Flr Counter No. 4 Off Mumbai Pune High,Shivaji Nagar,Pune,411033,Maharashtra,CANTEEN / CATERERS,YES
Akshaya Home Foods,Akshya Home Foods,"C/O Sykes Business Services, Cosmos Tower-Ii","Floor 17, Opp Icici Bank",Nanakramguda,Hyderabad,500032,Telangana,CANTEEN / CATERERS,NO
Zomoz,Prabhati Foods Private Limited,"C/O Deloitte, Meenakshi Tech Park","Deloitte Towers, Survey 39,Phase 2",Phase 2 Gachibowli,Hyderabad,500032,Telangana,CANTEEN / CATERERS,NO
Mumbai Cafe,Food Square,8a Gf,Reliance Corporate Park,Ghansoli,Navi Mumbai,400701,Maharashtra,CANTEEN / CATERERS,YES
Mumbai Cafe,Food Square,Sector 16 Building No 7b,Reliance Green Township Motikhwadi,Sikka,Jamnagar,361140,Gujarat,CANTEEN / CATERERS,YES
Mumbai Rolling Kitchen,Food Square,Phase Iv- Tc 23,Reliance Corporate Park Ghansoli,Reliance Corporate Park,Navi Mumbai,400701,Maharashtra,CANTEEN / CATERERS,YES
Snack Shack,Food Square,Building 10 Garden Area Reliance Corporate Park,Thane Belapur Road Ghansoli,Thane Belapur Road,Navi Mumbai,400701,Maharashtra,CANTEEN / CATERERS,YES
Hee Mart-Hari Om Super Market,Hari Om Super Market,Opp Krishna Tower Next To Sai Prasad Bakery,Kajupada Sawarpada,Borivali East,Mumbai,400066,Maharashtra,SUPER MARKET,YES
Trishul Super Market,Trishul Super Market,Shop No 12 Omkar Apts,Sawarpada Chogle Nagar Nr Shani Mandir,Borivali East,Mumbai,400066,Maharashtra,SUPER MARKET,NO
Murlidhar Sweets And Stores,Murlidhar Sweets And Stores,Shop No 19 Datani Park Bldg No 1,We Highway Nr Concorde Tower,Kandivali East,Mumbai,400101,Maharashtra,SWEETS /BAKERIES / DRY FRUITS / DAIRY PRODUCTS/  OTHERS,YES
Atul Bakery,Darsh Enterprise,"Shop No 1, Javahar Shopping Complex",Near Civil Hospital Road,Near Civil Hospital Road,Bharuch,392002,Gujarat,SWEETS /BAKERIES / DRY FRUITS / DAIRY PRODUCTS/  OTHERS,YES
The Street Affaire,Above And Beyond Hospitality,Restaurant No.2 Tower Labour Comm,Bandra Kurla Complex City Park Nr.Jetwan Bldg Bldg,Bandra East,Mumbai,400051,Maharashtra,FAST FOOD,NO
Infy Mart Retails Pvt Ltd,Infy Mart Retails Pvt Ltd,942 Civil Lines,Elite Sipri Road,Civil Lines,Jhansi,284003,Uttar Pradesh,SUPER MARKET,YES
Shriram Bazar,Shiram Shetkari Kamgar Sahakari Grahak Sanstha Ltd,Our New Kolki Branch,Phaltan,Pandharpur Mahad Road,Satara,415523,Maharashtra,SUPER MARKET,YES
Food Palace,Food Palace,"No 9, Opp Maithree School, Indiragandhi Main Road","A Narayanapura, Dooravaninagar Post",A Narayanapura,Bangalore,560016,Karnataka,SUPER MARKET,YES
New Udupi Garden Veg Restaurant,A Sharanappa,"24 Tech Hotel Tech Park, Marathalli","Outer Ring Road, Next To Jp Margan Office",Marathalli,Bangalore,560103,Karnataka,FAST FOOD,NO
Usha Foods,Usha Foods,Shop No 6 Himmigri Co Op Society,Mj Phule Road Opp Janakalyan Bank,Panvel,Panvel,410206,Maharashtra,SUPER MARKET,NO
New Shiv Shakti Super Market,New Shiv Shakti Super Market,Gajanan Park Old Agra Road,Beind Grampanchyat Office,Vasind West,Thane,421601,Maharashtra,SUPER MARKET,YES
Hira Sweets And Confectionary Pvt Ltd,Hira Sweets And Confectionary Pvt Ltd,J-2/B,Lajpat Nagar 2,Lajpat Nagar 2,New Delhi,110024,New Delhi,SWEETS /BAKERIES / DRY FRUITS / DAIRY PRODUCTS/  OTHERS,NO
Hira Sweets And Confectionary Pvt Ltd,Hira Sweets And Confectionary Pvt Ltd,Shop No 13 Block B-1,Noida Gautam Budh Nagar,Sector 50,Noida,201301,Uttar Pradesh,SWEETS /BAKERIES / DRY FRUITS / DAIRY PRODUCTS/  OTHERS,NO
Goswami Traders (Gmart),Goswami Traders,Ward No.1 House No.1,New Balaji Puram Colony,Fulsunga,Rudrapur,263153,Uttarakhand,SUPER MARKET,NO
Your Store,Your Store,15/321 Swaminarayan Ind Soc,Parehhwadi Road,Katargam,Surat,395004,Gujarat,SUPER MARKET,NO
Namdhari Agro Fresh,Namdhari Agro Fresh Pvt Ltd,"No. 18/1, 10th Main","Ashoka Pillar Road, 1st Block",Jayanagar,Bangalore,560011,Karnataka,SUPER MARKET,YES
Shree Omkar Masala Gruh,Shree Aumkar Mashala Gruh,"1, Jai Ranchod Complex","Opp Ramshwar Mandir, Anand Mahal Road",Adajan,Surat,395009,Gujarat,SUPER MARKET,YES
Shanthi Stores,Shanthi Stores,No.57/231,Jeevanandham Salai,K.K Nagar,Chennai,600078,Tamil Nadu,SUPER MARKET,NO
Npgc Employees Co Operative Society,Npgc Employees Co Operative Society,Shopping Complex Npgcl,Shivanpur Po Ankhorha,District Aurangbad,Aurangabad,824303,Bihar,SUPER MARKET,YES
Ridhi Sidhi Hospitality Llp (Bikanervala),Ridhi Sidhi Hospitality Llp,6d Gf,Reliance Corporate Park,Ghansol,Navi Mumbai,400701,Maharashtra,SWEETS /BAKERIES / DRY FRUITS / DAIRY PRODUCTS/  OTHERS,YES
Families Hyper Mart,Families Hyper Mart,"No.161, Pid No.161/20/3a, Opp Rajatha Greens Apartment, Nagawara Mail Road,",Opp Rajatha Greens Apartment,Nagawara Mail Road,Bangalore,560045,Karnataka,SUPER MARKET,YES
Sree Siddeshwara Super Market,Sree Siddeshwara Super Market,Near Uco Bank,Sree Siddeshwara Super Market,Devanahalli,Devanahalli,562110,Karnataka,SUPER MARKET,NO
Nilgiris,Sri Murugan Enterprises,No 110/344,Konnur High Road,Aynnavaram,Chennai,600023,Tamil Nadu,SUPER MARKET,YES
Al Khaleel Departmental Store,Al Khaleel,"Ugf, F-9, Block F, Abul Fasal Enclave, Part Ii","Shaheen Bagh, Jamia Nagar, Okhla",Jamia Nagar Okhla,New Delhi,110025,New Delhi,SUPER MARKET,YES
Bharat General Store And Kirana,Bharat General Store And Kirana,"S-9, Main Market",Ke Pass Narmada Nagar,Narmada Nagar,Khandwa,450119,Madhya Pradesh,SUPER MARKET,YES
Gourmet Grocery Store,Gourmet Grocery Store,D-111,Shastri Nagar,Shastri Nagar,Meerut,250002,Uttar Pradesh,SUPER MARKET,YES
Sri Ranganatha Stores,Sri Ranganatha Stores,H.N.Sandeep Main Road,Shimoga Circle,Shimoga Circle,Harihar,577601,Karnataka,SUPER MARKET,YES
Sai Mart,Sai Mart,At Pezari -Dholpada Post Poynad,Poynad,Poynad,Raigad,402108,Maharashtra,SUPER MARKET,NO
Om Sai Traders,Om Sai Traders,Shop No C/4 Grd Flr,Dhruvatara Housing Society Dk Tower Sec 20,Airoli,Navi Mumbai,400708,Maharashtra,SUPER MARKET,YES
11 / 7 Mart,11 / 7 Mart,"Shop No 2,3,4,5 And 6 Lokeshore Green",Near Badlapur Pipeline Road Khoni,Dombivali East,Thane,421204,Maharashtra,SUPER MARKET,YES
Rashtraseva Sahakari Grahak Sangh Ltd,Rashtraseva Sahakari Grahak Sangh Ltd,Shop No 2/3 Sitladevi Trust Bldg,110 Lt Road,Mahim,Mumbai,400016,Maharashtra,SUPER MARKET,NO
Bhagyalaxmi Trading,Bhagyalaxmi Trading,Shop No 4 Indrajit Yadav Chawl,Ganesh Nagar Jijamata Road Pump House,Andheri East,Mumbai,400093,Maharashtra,SUPER MARKET,YES
Venus General Store,Venus General Store,Shop No 6 D26 Yogi Ashram Chs Ltd,Eksar Road Yogi Nagar,Borivali West,Mumbai,400091,Maharashtra,SUPER MARKET,YES
Dorabjees,Dorabjee And Company Pvt Ltd,Ground Floor The Pavilion Mall,Next To Jw Marriott,Senapati Bapat Road,Pune,411006,Maharashtra,SUPER MARKET,YES
Rashan Basket,Shree Shivay Trading Co,Shop No 8,Surya Complex Phase 2,Mahmoorganj,Varanasi,221010,Uttar Pradesh,SUPER MARKET,YES
Vicky Punjabi Dhaba,Vicky,Bhota Chowk Nagar,Galoda Hospital,Tehsil Dist Hamirpur,Hamirpur,177001,Himachal Pradesh,FAST FOOD,NO
Rationwala Mart,Rationwala Mart,Bank Bazar,Opp Pnb Bank,Raman Mandi,Bhatinda,151301,Punjab,SUPER MARKET,YES
Organic Shop,Spike N Fortune Organic Traders,Shop No.2 And 3 Madhav Niwas Gokhale Road,Next To Ice Factory Bus Stop Naupada Thane West,Gokhale Road,Thane,400602,Maharashtra,SUPER MARKET,NO
Khas Pvt Limited,Madhukar Narayan Kanchan,Shree Ram Mills Gate No1,Chitrakoot Ground Floor Ganpatrao Kadam Marg,Worli,Mumbai,400013,Maharashtra,CANTEEN / CATERERS,YES
Nagpal The Superstore,Nagpals The Superstore,Old Bus Stand,Palampur Dist - Kangra,Old Bus Stand,Palampur,176061,Himachal Pradesh,SUPER MARKET,YES
Prakash Agencies,Prakash Agencies,Sho No 4 Sadar Complex,Budhwari Bazar,Budhwari Bazar,Seoni,480661,Madhya Pradesh,SUPER MARKET,YES
Ktm Mart,Ktm Mart,Plot No 2206 College Road,Trinath Chhak,Trinath Chhak,Nayagarh,752069,Orissa,SUPER MARKET,YES
Eat Punjab Restaurant,Eat Punjab,"C-107,C3 Celebration City Centre",South Bopal,Bopal,Ahmedabad,380058,Gujarat,FAST FOOD,YES
Sri Sri Super Market,Sri Sri Super Market,2-62/D/25,Madhuranagar Medchal Malkajgiri,Nizampet,Hyderabad,500090,Telangana,SUPER MARKET,YES
Gururaja By N Save,Gururaja By N Save,No 17/19 Hvr Complex 1st Main,Subramanya Nagar,Subramanyanagar,Bangalore,560021,Karnataka,SUPER MARKET,YES
Farmfresh Supermarket,Vinod Kumar Mandal,No Ferns City Road,Opp Varajakaradna Doddanekkundi,Doddanekkundi,Bangalore,560037,Karnataka,SUPER MARKET,YES
S K Trading Co,S K Trading Co,Shop No 04,Old Faridabad Road Ward No 7,Shaikh Wara,Faridabad,121002,Haryana,SUPER MARKET,YES
Mango Hypermarket,Pomac Hypermarket Pvt Ltd,No 87/3 Gear School Road,Bellandur Post,Boganahalli,Bangalore,560103,Karnataka,SUPER MARKET,YES
Plaza Super Mart,Plaza Super Mart,"Shop No-6, Modern Shopping Complex","Ist Deck, Auckland Tunnel, Lakkar Bazar",Lakkar Bazar,Shimla,171001,Himachal Pradesh,SUPER MARKET,YES
Shivaay Super Shoppe,Shivaay Super Shoppe,Oke Marg,Opposite To Regency Lawns,Jathar Peth,Akola,444001,Maharashtra,SUPER MARKET,YES
Neft Products,Neft Products,Xvi/53 A1/B Meledom Building,Mulanthuruthy Chottanikkara Road,Mulanthuruthy,Kochi,682314,Kerala,SUPER MARKET,NO
Saanvi Star Hospitality Pvt Ltd,Saanvi Star Hospitality Pvt Ltd,Wpp Dorp The Orb 2nd Floor,Beside Jw Marriotte Sahar Road,Andheri E,Mumbai,400099,Maharashtra,CANTEEN / CATERERS,NO
Mohali General Store,Mohali General Store,Booth No.2,Sector-68,Mohali Sas Nagar,Mohali,160055,Punjab,SUPER MARKET,NO
Carys3,Carys3,"No. 233-238,",Upplipalayam Main Road,Sowripalayam,Coimbatore,641028,Tamil Nadu,SUPER MARKET,YES
Metro Super Market,Metro Super Market,"No 4-2-6, Noor Khan Taleem",Bidar,Bidar,Bidar,585401,Karnataka,SUPER MARKET,YES
Patel Retail Ltd Bkhe,Patel Retail Ltd,E-2 Commercial Usha Kiran Residency,Kharvai,Karjat Road,Thane,421503,Maharashtra,SUPER MARKET,YES
Akshita Daily Needs,Akshita Daily Needs,Shop No. 1 And 2,Bestech Market,Sector-81,Gurgaon,122004,Haryana,SUPER MARKET,NO
Shree Saraswati Stores,Shree Saraswati Stores,Shop No 2 Suraj Apts Hf Society Road,Nr Nkgsb Bank Plot No 11,Jogeshwari East,Mumbai,400060,Maharashtra,SUPER MARKET,YES
Saranyaa Department Store,Saranyaa Department Store,"No.1184/4,Poondurai Road, Saraswathi Mahaal",Moolapalayam Erode,Moolapalayam,Erode,638002,Tamil Nadu,SUPER MARKET,YES
Kavya Super Market,Kavya Super Market,Shop No 4 5 6 Janaki Complex,Plot No 48 Sec 8 A,Airoli,Navi Mumbai,400708,Maharashtra,SUPER MARKET,YES
Agraj Food Processors,Samruddhi Foods,Janki Society Shop No 5 32/33,Chintamani Nagar,Sahakar Nagar No 2,Pune,411009,Maharashtra,SUPER MARKET,YES
Eden Super Mart,Eden Super Mart,Shop No 13b 14 15 Upper Gr Flr Mclp Lodha Amara,Clarint Comp Near Air Force Station,Thane West,Thane,400607,Maharashtra,SUPER MARKET,YES
Hotel Bird Valley,Hotel Bird Valley,"Plot No 54 D-1, Block Midc",Telco Road Opp Novel Institute,Chnchwad,Pune,411019,Maharashtra,FAST FOOD,YES
Buy And Save Supermarket Pvt Limited,Buy And Save Supermarket Pvt Limited,"27/2688b , Puthiya Road Junction,",Kp Vallon Road,Kadavanthara,Ernakulam,682020,Kerala,SUPER MARKET,YES
Achus Fresh Fish,Achus Fresh Fish,Tc 4/2174 1 Near Akulam Bridge,Bypass Road Kuzhivila Karimanal,Kulathoor,Thiruvananthapuram,695583,Kerala,SUPER MARKET,NO
Sfg Foods Private Limited,Sfg Foods Private Limited,Mahindra And Mahindra Limited,Mahindra Research Valley Mahindra World City,Chengalpattu,Kancheepuram,603004,Tamil Nadu,CANTEEN / CATERERS,YES
Singhal General Store,Singhal General Store,Chopan Road,Obra,Obra Sonbhadra,Obra,231219,Uttar Pradesh,SUPER MARKET,YES
Sai Adhar Fresh,Sai Adhar Fresh,Mausima Chhak Plot No 48/A,Ps Lingaraja Goutam Nagar,Khorda,Bhubaneswar,751002,Orissa,SUPER MARKET,NO
D2d Retail,D2d Retail,No 489 8th Main Road,Sadanandnagar,Sadanandnagar,Bangalore,560038,Karnataka,SUPER MARKET,YES
S B Home Needs,S B Home Needs,Dharmasala Road,No.427/1788/195,Near Vasavi School,Chitradurga,577501,Karnataka,SUPER MARKET,NO
Nutan General Store,Nutan General Store,Main Road,Phulbani Kandhamal,Phulbani,Phulbani,762001,Orissa,SUPER MARKET,YES
Anushri Food And Facilities And Services,Anushri Food And Facilities And Services,"Pwc 1st Floor, Block B1, Exora Business Park",Prestige Exora Amani Bellandur Village Varthur,Bobli,Bangalore,560037,Karnataka,CANTEEN / CATERERS,YES
Srihari Bhandar,Swarnendu Ghosh,Vill Pirakata Police Station,Gram Sansad Part No Geria Ii,Salboni,Salboni,721147,West Bengal,SUPER MARKET,YES
Shashi Catering Services,Shashi Catering Services,Essar Township,Coil Club,Hazira,Surat,394270,Gujarat,CANTEEN / CATERERS,YES
Fusion Foods,Fusion Foods And Catering Pvt Ltd,Sembcorp Energy India Ltd Pynampuram/Nelaturu Vill,Muthukur Mandal,Nellore,Nellore,524344,Andhra Pradesh,CANTEEN / CATERERS,YES
Dansena General Kirana Store,Parmanand Dansena,Opposite Monet Ispat And Energy Limited,Village And Post- Naharpali,Naharpali,Kharsia,496661,Chhattisgarh,SUPER MARKET,YES
Nayyar Karyana Store,Nayyar Karyana Store,"Saingarh, Pathankot","Saingarh, Pathankot",Pathankot,Pathankot,145001,Punjab,SUPER MARKET,YES
Nandana Mart,Nandana Mart,No 73 Banni Complex T P Kailasam Road,Near Sharada Public School Dattagalli,Mysuru,Mysore,570022,Karnataka,SUPER MARKET,YES
Shop N Gain,Shop N Gain,No 127 Sampige Road,11th Cross,Malleshwaram,Bangalore,560003,Karnataka,SUPER MARKET,YES
Murugan Stores Super Market,Murugan Stores Super Market,No 18 Ranganathan Nagar,Agaram Main Road,Selaiyur,Chennai,600073,Tamil Nadu,SUPER MARKET,YES
Jstclick,Jstclick,Beside Dr R P Singh Savitri Niwas,Nibulwa Near Chaman Watika Hall,Shakti Nagar,Basti,272001,Uttar Pradesh,SUPER MARKET,YES
Tea Counter Jpmc Agros,Nur Enterprises,C/O Jpmc Agros,Knowledge City,Hitech City,Hyderabad,500081,Telangana,CANTEEN / CATERERS,NO
Krishna Super Market,Krishna Super Market,Shop No 4 Varad Vinayak Chs,Mukharji Road Nr Nehru Maidan,Dombivali -East,Thane,421201,Maharashtra,SUPER MARKET,YES
Vivasaayi Pazhamuthir Nilayam,Vivasaayi Pazhamuthir Nilayam,No 47 Cth Road,Thirumullaivoyal,Thirumullaivoyal,Chennai,600062,Tamil Nadu,SUPER MARKET,NO
Annapurna Foods,Annapurna Foods,Dhl 8th Floor Silver Utopia,801 A Cardinal Gracious Chakala,Andheri East,Mumbai,400099,Maharashtra,CANTEEN / CATERERS,YES
Mukesh Food Corner,Mukesh Food Corner,1/2 Kothnur Dinne Main Road,J.P Nagar 7th Phase,Nrupathunga,Bangalore,560076,Karnataka,FAST FOOD,YES
Go Happy Hyper Market,Go Happy Hyper Market,No 152/1 Neeladri Main Road,Opp Snn Raj Neeladri Appartment Doddathoguru,Electronic City,Bangalore,560100,Karnataka,SUPER MARKET,NO
Tashann,Tashann,No 160/2 1st Floor Aakarsh Arcade,80ft Road Next To Ranganatha Layout,Mahadevapura,Bangalore,560048,Karnataka,FAST FOOD,YES
G R S Family Market,G R S Family Market,"Sambhal Gate, Avas Vikas",Avas Vukas,Avas Vukas,Moradabad,244412,Uttar Pradesh,SUPER MARKET,YES
S.P.Super Stores,S.P.Super Stores,D No 6 3 267/25,Ramnagar Main Road,Ramnagar,Anantapur,515001,Andhra Pradesh,SUPER MARKET,YES
Tasteride Restaurant,Tasteride Restaurant,Ground Floor Livas Heights Suvarnayug Colony,Near Sudarshan Chowk Jawalkar Nagar,Pimple Gurav,Pune,411061,Maharashtra,FAST FOOD,NO
V A Bazar,V A Bazar,Shop No 6-1-1512 Near Syndicate,Bank Main Road,Sindhanur,Raichur,584128,Karnataka,SUPER MARKET,YES
Vithun Caterers,Vithun Caterers,"Itc , Infotech India Pvt Ltd",Dodda Banaswadi,Maruthi Seva Nagar,Bangalore,560005,Karnataka,CANTEEN / CATERERS,YES
Radha Rani Stores,Radha Rani Stores,22 Tansen Road,Infront Of Tirupati Motors,Gwalior,Gwalior,474001,Madhya Pradesh,SUPER MARKET,YES
Aashirvad Kirana Store,Aashirvad Kirana Store,Shop No- 2 And 3 Seasons Appartment,Ramghat Road,Swarn Jayanti Nagar,Aligarh,202001,Uttar Pradesh,SUPER MARKET,YES
Badri Nanda Super Market,Badri Nanda Super Market,51/98-2,Jagadamba Center Kadapa,Rayachoty,Cuddapah,516269,Andhra Pradesh,SUPER MARKET,YES
Dus Minute Palm Retreat,Indwell Retail Private Limited,"Club House, Adarsh Palm Retreat Apts","Phase 3, Devarabisanahalli",Bellandur,Bangalore,560103,Karnataka,SUPER MARKET,YES
Barmer Mega Mart,Barmer Mega Mart,Second Floor Bhagwati Complex,Station Road,Station Road,Barmer,344001,Rajasthan,SUPER MARKET,YES
Shivam Mart,Shivam Mart,Kamla College Road,Kunjvihar Colony,Kunjvihar Colony,Rajnandgaon,491441,Chhattisgarh,SUPER MARKET,YES
Carry Mart Hypermarket,Carry Mart Hypermarket,No 89/7 Khata No 188/30/1 Itpl Road,Near To Pavani Sarovar Appartment,Nallurahalli,Bangalore,560066,Karnataka,SUPER MARKET,YES
Shree Annapoorna Traders,Shree Annapoorna Traders,No 958 B B G Road,Vijaya Bank Layout,Bilekahalli,Bangalore,560076,Karnataka,FAST FOOD,YES
The Bhagat Store,The Bhagat Store,Khasra No 146 147 148 149,Khewat No 1707 Street No 2,Circular Road,Abohar,152116,Punjab,SUPER MARKET,YES
Sohum Shoppe,Sohum Shoppe Limited,Friends Plaza,Main Road,Main Road,Tezpur,784001,Assam,SUPER MARKET,NO
Faso Super Shoppe,Faso Super Shoppe,Ground Floor No 230/1 Pid No 230/1/150/2,Sumukha Nilaya 24th Main 7th Cross,Hsr Layout,Bangalore,560102,Karnataka,SUPER MARKET,YES
Dream Mart Hyper Market,Dream Mart Hyper Market,"Sy No.34/4, Gollahalli Road",Phase 1 Electronic City,Electronic City,Bangalore,560100,Karnataka,SUPER MARKET,YES
Multi Mart Super Market,Multi Mart Super Market,No 75/3a3 Near Goyal Foot Print Apartment,Sampigehalli,Chokkanahalli Main Road,Bangalore,560064,Karnataka,SUPER MARKET,YES
